time,open,high,low,close,tick_volume,spread,real_volume
2024-02-21 20:00:00,51009.86,51913.7,50801.56,51775.6,24192,3180,0
2024-02-22 00:00:00,51821.76,51842.6,51103.06,51539.74,22572,3123,0
2024-02-22 04:00:00,51535.65,51859.92,51253.78,51751.18,21735,3089,0
2024-02-22 08:00:00,51756.78,51980.71,51460.88,51581.27,23674,3240,0
2024-02-22 12:00:00,51580.97,51695.11,50865.93,51536.99,29149,3417,0
2024-02-22 16:00:00,51536.57,51695.55,51341.14,51465.22,23573,3571,0
2024-02-22 20:00:00,51466.03,52022.5,51145.28,51277.17,25443,3390,0
2024-02-23 00:00:00,51207.07,51509.63,50875.81,51049.44,23105,3851,0
2024-02-23 04:00:00,51046.16,51259.86,50812.69,50865.25,21290,4259,0
2024-02-23 08:00:00,50865.34,51224.82,50759.42,51174.47,22915,4245,0
2024-02-23 12:00:00,51170.04,51258.67,50721.3,50872.57,27942,4169,0
2024-02-23 16:00:00,50874.77,51165.03,50564.66,51079.86,24744,4372,0
2024-02-23 20:00:00,51073.96,51128.3,50450.63,50690.89,20051,4338,0
2024-02-24 00:00:00,50702.09,50875.75,50502.44,50804.26,19570,4609,0
2024-02-24 04:00:00,50805.29,51051.66,50766.87,51034.67,15521,4299,0
2024-02-24 08:00:00,51027.94,51113.94,50894.85,51055.9,16122,4217,0
2024-02-24 12:00:00,51055.79,51110.09,50969.07,51042.76,16018,3786,0
2024-02-24 16:00:00,51043.43,51654.64,51029.43,51535.18,19463,3428,0
2024-02-24 20:00:00,51537.64,51648.72,51383.14,51542.29,16952,3267,0
2024-02-25 00:00:00,51529.22,51859.25,51389.61,51603.97,18415,3132,0
2024-02-25 04:00:00,51603.74,51779.79,51475.94,51678.04,16411,3265,0
2024-02-25 08:00:00,51674.06,51731.03,51476.96,51605.46,15959,3234,0
2024-02-25 12:00:00,51605.68,51729.32,51376.52,51461.38,16951,3226,0
2024-02-25 16:00:00,51463.5,51697.73,51187.14,51617.99,18677,3788,0
2024-02-25 20:00:00,51616.1,51927.61,51572.42,51670.05,18591,3648,0
2024-02-26 00:00:00,51664.27,51739.39,51338.93,51496.71,18317,3887,0
2024-02-26 04:00:00,51500.2,51567.32,51217.25,51244.87,16679,4298,0
2024-02-26 08:00:00,51243.98,51345.4,50848.85,51023.43,21590,4485,0
2024-02-26 12:00:00,51027.79,52873.96,50865.17,52863.99,25609,2680,0
2024-02-26 16:00:00,52862.1,54469.7,52743.15,54442.78,28789,2604,0
2024-02-26 20:00:00,54435.06,54851.06,54231.26,54467.24,26293,2603,0
2024-02-27 00:00:00,54448.23,56967.56,54404.76,55632.67,31065,2613,0
2024-02-27 04:00:00,55634.77,56438.89,55496.72,56052.89,24894,3172,0
2024-02-27 08:00:00,56057.29,56810.49,56003.49,56510.55,26750,3100,0
2024-02-27 12:00:00,56512.72,57384.14,56444.79,56739.49,40950,3102,0
2024-02-27 16:00:00,56741.2,57617.26,56206.92,57341.13,35542,3043,0
2024-02-27 20:00:00,57336.99,57376.41,56558.45,57053.73,28432,3691,0
2024-02-28 00:00:00,57055.65,57128.52,56658.1,56896.95,23542,3617,0
2024-02-28 04:00:00,56901.86,58336.44,56852.91,58217.44,25541,3159,0
2024-02-28 08:00:00,58222.66,59468.18,58136.95,58929.87,41147,2963,0
