timestamp,open,high,low,close,volume
2025-12-07 22:55:00,89659.46,89749.83,89332.96,89604.61,0
2025-12-07 23:00:00,89599.73,89836.43,89554.95,89792.04,0
2025-12-07 23:05:00,89785.17,89789.61,89527.42,89556.44,0
2025-12-07 23:10:00,89556.81,89771.53,89535.72,89738.11,0
2025-12-07 23:15:00,89732.03,89908.69,89732.03,89799.36,0
2025-12-07 23:20:00,89799.32,90044.08,89799.32,89990.39,0
2025-12-07 23:25:00,89989.33,90087.47,89920.08,90058.41,0
2025-12-07 23:30:00,90048.38,90063.63,89949.05,90008.25,0
2025-12-07 23:35:00,90010.15,90058.73,89841.62,89936.69,0
2025-12-07 23:40:00,89938.14,89943.08,89818.24,89938.4,0
2025-12-07 23:45:00,89938.89,90179.44,89916.37,90116.85,0
2025-12-07 23:50:00,90119.86,90210.83,90085.93,90210.83,0
2025-12-07 23:55:00,90212.86,90498.82,90205.97,90396.02,0
2025-12-08 00:00:00,90395.57,90422.46,90217.49,90370.86,0
2025-12-08 00:05:00,90368.93,90369.57,90123.82,90202.66,0
2025-12-08 00:10:00,90204.12,90204.12,90043.57,90065.88,0
2025-12-08 00:15:00,90064.69,90147.49,89900.46,89904.79,0
2025-12-08 00:20:00,89898.37,90296.37,89843.99,90209.53,0
2025-12-08 00:25:00,90209.41,90299.86,90199.85,90244.3,0
2025-12-08 00:30:00,90237.68,90451.7,90210.69,90451.7,0
2025-12-08 00:35:00,90454.71,90612.24,90388.0,90454.44,0
2025-12-08 00:40:00,90454.3,90480.35,90300.9,90319.02,0
2025-12-08 00:45:00,90311.43,90390.48,90213.39,90381.76,0
2025-12-08 00:50:00,90382.72,90437.98,90303.93,90399.36,0
2025-12-08 00:55:00,90402.46,90475.79,90345.01,90353.12,0
2025-12-08 01:00:00,90357.51,90511.08,90301.42,90382.66,0
2025-12-08 01:05:00,90379.67,90685.8,90366.11,90672.81,0
2025-12-08 01:10:00,90674.35,90775.16,90623.82,90682.54,0
2025-12-08 01:15:00,90673.99,90800.74,90573.55,90720.66,0
2025-12-08 01:20:00,90720.04,90810.06,90661.1,90799.04,0
2025-12-08 01:25:00,90796.84,91266.89,90796.84,91141.18,0
2025-12-08 01:30:00,91138.75,91507.8,91138.75,91358.01,0
2025-12-08 01:35:00,91361.66,91706.38,91338.99,91630.89,0
2025-12-08 01:40:00,91629.62,91699.75,91211.72,91268.66,0
2025-12-08 01:45:00,91268.39,91286.62,91011.52,91111.58,0
2025-12-08 01:50:00,91110.22,91164.41,91040.41,91111.53,0
2025-12-08 01:55:00,91114.64,91145.15,90825.48,90919.57,0
2025-12-08 02:00:00,90919.25,91005.5,90801.78,90889.54,0
2025-12-08 02:05:00,90885.47,91019.25,90825.99,90877.42,0
2025-12-08 02:10:00,90876.94,91054.16,90815.62,90969.01,0
2025-12-08 02:15:00,90958.09,91114.66,90909.89,91048.25,0
2025-12-08 02:20:00,91051.99,91091.89,90973.19,91061.06,0
2025-12-08 02:25:00,91066.44,91090.44,91015.77,91024.8,0
2025-12-08 02:30:00,91024.89,91191.3,90973.5,91043.98,0
2025-12-08 02:35:00,91042.29,91250.27,90969.6,91213.18,0
2025-12-08 02:40:00,91213.09,91236.02,91120.63,91217.23,0
2025-12-08 02:45:00,91214.89,91272.6,91081.98,91167.2,0
2025-12-08 02:50:00,91161.22,91351.77,91160.11,91347.49,0
2025-12-08 02:55:00,91354.55,91455.17,91352.23,91367.36,0
2025-12-08 03:00:00,91367.46,91431.34,91210.88,91310.77,0
2025-12-08 03:05:00,91307.28,91307.28,91210.44,91231.04,0
2025-12-08 03:10:00,91229.96,91278.26,91112.82,91167.15,0
2025-12-08 03:15:00,91166.17,91324.42,91119.29,91286.93,0
2025-12-08 03:20:00,91288.46,91367.93,91280.94,91345.52,0
2025-12-08 03:25:00,91348.93,91397.34,91252.62,91252.62,0
2025-12-08 03:30:00,91252.72,91294.85,91234.5,91252.35,0
2025-12-08 03:35:00,91249.67,91303.51,91031.88,91070.32,0
2025-12-08 03:40:00,91072.17,91082.48,90999.43,91030.38,0
2025-12-08 03:45:00,91030.23,91095.45,90979.67,91090.92,0
2025-12-08 03:50:00,91091.62,91117.54,91020.19,91023.39,0
2025-12-08 03:55:00,91023.28,91145.1,91017.38,91077.09,0
2025-12-08 04:00:00,91081.62,91171.35,91055.46,91066.91,0
2025-12-08 04:05:00,91068.71,91128.74,91012.25,91103.74,0
2025-12-08 04:10:00,91105.19,91189.68,91105.19,91110.23,0
